Project,Build,Runtime,Architecture,Tiered,Ready2Run,PreJIT,ZipSize,MemorySize,Runs,Init,Cold Used,Total Warm Used (100),Cost (µ$)
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-NoPreJIT-1769,dotnetcore3.1,x86_64,yes,yes,no,672637,1769MB,100,174.65,166.065,206.3,30.921267067491247
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-NoPreJIT-256,dotnetcore3.1,x86_64,yes,yes,no,672637,256MB,100,172.861,1487.107,944.669,30.3324202648
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-NoPreJIT-512,dotnetcore3.1,x86_64,yes,yes,no,672637,512MB,100,174.905,621.69,266.923,27.605116476869995
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-NoPreJIT-5120,dotnetcore3.1,x86_64,yes,yes,no,672637,5120MB,100,167.621,162.203,195.015,49.9682095363
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-YesPreJIT-1024,dotnetcore3.1,x86_64,yes,yes,yes,672637,1024MB,100,253.511,209.4,203.348,27.07915542495
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-YesPreJIT-128,dotnetcore3.1,x86_64,yes,yes,yes,672637,128MB,180,251.242,2622.904,3443.632,32.83864113371319
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-YesPreJIT-1769,dotnetcore3.1,x86_64,yes,yes,yes,672637,1769MB,100,253.248,125.225,199.951,29.562589428266406
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-YesPreJIT-256,dotnetcore3.1,x86_64,yes,yes,yes,672637,256MB,100,253.668,1181.544,918.539,28.9503620840225
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-YesPreJIT-512,dotnetcore3.1,x86_64,yes,yes,yes,672637,512MB,100,254.691,450.38,255.155,26.079465925575
NewtonsoftJson,NewtonsoftJson-Core31-x64-YesTC-YesR2R-YesPreJIT-5120,dotnetcore3.1,x86_64,yes,yes,yes,672637,5120MB,100,246.636,120.363,194.668,46.45266083855
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-NoPreJIT-1024,dotnet6,arm64,no,no,no,239853,1024MB,100,286.465,678.248,211.152,32.058723293320014
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-NoPreJIT-128,dotnet6,arm64,no,no,no,239853,128MB,163,287.799,6055.284,1163.4,32.23120085100001
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-NoPreJIT-1769,dotnet6,arm64,no,no,no,239853,1769MB,100,287.175,390.925,211.31,34.07186712982219
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-NoPreJIT-256,dotnet6,arm64,no,no,no,239853,256MB,100,286.101,2987.602,347.296,31.316380581625
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-NoPreJIT-512,dotnet6,arm64,no,no,no,239853,512MB,100,285.279,1427.422,221.659,31.19392696936
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-NoPreJIT-5120,dotnet6,arm64,no,no,no,239853,5120MB,100,249.776,382.104,218.51,60.241160204799996
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-YesPreJIT-1024,dotnet6,arm64,no,no,yes,239853,1024MB,100,429.343,468.581,217.113,29.34263637962
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-YesPreJIT-128,dotnet6,arm64,no,no,yes,239853,128MB,196,426.627,4152.102,1136.681,29.01468199835969
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-YesPreJIT-1769,dotnet6,arm64,no,no,yes,239853,1769MB,100,425.946,267.817,214.695,31.314143578252537
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-YesPreJIT-256,dotnet6,arm64,no,no,yes,239853,256MB,100,425.124,2089.392,314.208,28.212040393335
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-YesPreJIT-512,dotnet6,arm64,no,no,yes,239853,512MB,100,426.354,981.665,230.522,28.281290406249997
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-NoR2R-YesPreJIT-5120,dotnet6,arm64,no,no,yes,239853,5120MB,100,386.403,258.575,221.503,52.2053800261
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-NoPreJIT-1024,dotnet6,arm64,no,yes,no,645283,1024MB,100,291.24,428.624,223.725,28.898027489919997
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-NoPreJIT-128,dotnet6,arm64,no,yes,no,645283,128MB,100,290.799,3827,1164.992,28.52002959994
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-NoPreJIT-1769,dotnet6,arm64,no,yes,no,645283,1769MB,100,292.099,246.504,224.737,31.054543833645724
NewtonsoftJson,NewtonsoftJson-Net6-Arm64-NoTC-YesR2R-NoPreJIT-256,dotnet6,arm64,no,yes,no,645283,256MB,100,288.236,1897.297,381.682,27.796635316320003
