Project,Build,Runtime,Architecture,Tiered,Ready2Run,PreJIT,ZipSize,MemorySize,Runs,Init,Cold Used,Total Warm Used (100),Cost (µ$)
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-NoPreJIT-01769,dotnet6,arm64,yes,yes,no,15417,1769MB,100,234.057,30.488,139.418,24.113609593991796
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-NoPreJIT-00256,dotnet6,arm64,yes,yes,no,15417,256MB,100,231.394,246.398,451.796,22.527325969905
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-NoPreJIT-00512,dotnet6,arm64,yes,yes,no,15417,512MB,100,233.291,103.601,178.424,22.08017206748
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-NoPreJIT-05120,dotnet6,arm64,yes,yes,no,15417,5120MB,100,210.864,30.324,128.578,30.793512967299993
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-YesPreJIT-01024,dotnet6,arm64,yes,yes,yes,15417,1024MB,100,252.187,41.926,143.425,22.67135769006
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-YesPreJIT-00128,dotnet6,arm64,yes,yes,yes,15417,128MB,100,251.655,479.33,2133.865,24.55534710996
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-YesPreJIT-01769,dotnet6,arm64,yes,yes,yes,15417,1769MB,100,250.808,29.126,140.344,24.10356908675826
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-YesPreJIT-00256,dotnet6,arm64,yes,yes,yes,15417,256MB,100,250.422,231.345,453.058,22.481354740049998
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-YesPreJIT-00512,dotnet6,arm64,yes,yes,yes,15417,512MB,100,251.917,96.292,178.611,22.032694496759998
Minimal,Minimal-Net6-Arm64-YesTC-YesR2R-YesPreJIT-05120,dotnet6,arm64,yes,yes,yes,15417,5120MB,100,228.207,28.021,128.058,30.605318692999997
Minimal,Minimal-Net6-x64-NoTC-NoR2R-NoPreJIT-01024,dotnet6,x86_64,no,no,no,18308,1024MB,100,239.972,60.804,115.53,23.13890921114
Minimal,Minimal-Net6-x64-NoTC-NoR2R-NoPreJIT-00128,dotnet6,x86_64,no,no,no,18308,128MB,100,235.615,620.921,365.519,22.25508681849875
Minimal,Minimal-Net6-x64-NoTC-NoR2R-NoPreJIT-01769,dotnet6,x86_64,no,no,no,18308,1769MB,100,241.005,37.623,116.322,24.63245661066372
Minimal,Minimal-Net6-x64-NoTC-NoR2R-NoPreJIT-00256,dotnet6,x86_64,no,no,no,18308,256MB,100,238.296,315.731,150.124,22.14106554879
Minimal,Minimal-Net6-x64-NoTC-NoR2R-NoPreJIT-00512,dotnet6,x86_64,no,no,no,18308,512MB,100,241.193,136.89,124.686,22.379801026259997
Minimal,Minimal-Net6-x64-NoTC-NoR2R-NoPreJIT-05120,dotnet6,x86_64,no,no,no,18308,5120MB,100,218.112,37.009,119.559,33.247301094550004
